Bahraich,01/02/2017,58,Red,930,990,960,
Bahraich,02/02/2017,54,Red,920,980,950,
Bahraich,03/02/2017,48,Red,940,985,960,
Bahraich,04/02/2017,53,Red,945,980,965,
Bahraich,06/02/2017,58,Red,930,990,960,
Bahraich,07/02/2017,43,Red,950,995,970,
Bahraich,08/02/2017,48,Red,935,965,950,
Bahraich,09/02/2017,39,Red,935,970,950,
Bahraich,11/02/2017,53,Red,915,950,930,
Bahraich,13/02/2017,43,Red,930,960,945,
Bahraich,14/02/2017,47.5,Red,920,965,940,
Bahraich,15/02/2017,52,Red,900,940,920,
Bahraich,16/02/2017,48,Red,910,940,925,
Bahraich,17/02/2017,51,Red,900,945,920,
Bahraich,18/02/2017,54,Red,900,940,920,
Bahraich,20/02/2017,58,Red,910,940,925,
Bahraich,21/02/2017,53,Red,890,925,910,
Bahraich,22/02/2017,48.5,Red,910,940,925,
Bahraich,23/02/2017,48,Red,910,950,930,
Bahraich,24/02/2017,47,Red,925,960,940,
Bahraich,25/02/2017,45,Red,930,970,950,
Bahraich,28/02/2017,45,Red,910,950,930,
